ride_id,start_lat,start_lng,end_lat,end_lng
216430799939C716,38.901755,-77.051084,38.915544,-77.038252
FE7DD1843A40EEF5,38.9059,-77.0325,38.913046,-77.032008
9017A0ED7FD8DE00,38.92240364115446,-76.9960230588913,38.90731645057457,-77.00069814920425
3ADA4C6B9700AD28,38.89967,-77.003666,38.92240364115446,-76.9960230588913
7BCD8018B7AA4F54,38.95,-77.0,38.95,-77.0
457954C6A468E5EB,38.897274,-76.994749,38.89696,-77.00493
FAF07E40DACBD0B9,38.8851,-77.0023,38.887378,-77.001955
C8E4AD9F35CD0CAE,38.900358,-77.012108,38.915417,-77.012289
89C766D77D16059E,38.895068,-77.07386,38.8904,-77.0889
E6451B22A3CBF466,38.9037315,-77.0675285,38.879819,-77.037413
C80FB98247AEC4B1,38.89696,-77.00493,38.876751,-77.000736
D10272223DE47C83,38.903658,-77.031737,38.9319,-77.0388
E81B7B3601E17C2F,38.89903234416315,-77.03335404396057,38.90980062655191,-77.03442692756653
368730A77EC9F6A4,38.89903234416315,-77.03335404396057,38.8904955,-77.0172465
E3F25EB597B2C89B,38.89222,-76.99602,38.890461,-76.988355
33768312E578A22D,38.908905,-77.04478,38.90071062547463,-77.04644858837128
A4196E31D98632D4,38.917835,-77.02268416666666,38.929464,-77.027822
85E71D3F441DB7CF,38.92344416666667,-77.05178866666667,38.890461,-76.988355
18AAEDC46E87BB41,38.91270266666667,-77.07437316666666,38.9121,-77.0387
6A5B4889999303B6,38.80424283333333,-77.06091783333333,38.804378,-77.060866
75B2129EAEB96135,38.92403083333333,-77.04072583333334,38.902826,-77.060173
E8D8FE652D5461A6,38.89830173667249,-77.04691261053085,38.89830173667249,-77.04691261053085
E21F15F3B54196D1,38.899941626884754,-76.99489653110504,38.90731645057457,-77.00069814920425
89EA6B5504E5A788,38.8792,-76.9953,38.88409514578027,-76.99523448944092
EE6D7AAD0D140870,38.903732,-76.987211,38.90731645057457,-77.00069814920425
7E907FC8DFFC58AA,38.88992,-77.071301,38.889365,-77.077294
02C6B7724755F944,38.887378,-77.001955,38.888255,-77.049437
5187EB955C1E12C5,38.929464,-77.027822,38.912648,-77.041834
5E34D0A8D3DEA03C,38.898391833333335,-77.04334833333333,38.8840581,-76.9863852
43712457786B73A1,38.782633,-77.016059,38.7859,-77.0167
A764BD23BC046E54,38.892275,-77.013917,38.898409,-77.032278
D118DD01B87F0C3A,38.8962260397813,-76.99278563261032,38.898364,-77.027869
D37F55475DFA9DEB,38.890496,-77.017247,38.886372,-77.017701
FD579727664C3080,38.915339833333334,-77.0121565,38.90843,-77.02714
C939270D49BCE8B0,38.907908,-76.99707,38.90864,-77.02277
9C073CB332187665,38.88412,-77.04657,38.88412,-77.04657
18E958E186EF7C76,38.961339,-77.027855,38.94796174822241,-77.02154964208603
8BAD540F12DA738A,38.888774,-77.028694,38.888255,-77.0494365
35839B4BCD7D17E9,38.888774,-77.028694,38.888774,-77.028694
06CAE63030190775,38.92812111132096,-77.0237946510315,38.912652,-77.036278
6C62996F47D8A94B,38.9,-76.99,38.888774,-77.028694
4B8DD3687AB29C92,38.91553833333333,-76.98376566666667,38.92,-76.98
B6DE13B2C9A2C47D,38.901755,-77.051084,38.905126,-77.056887
28CF7C747C93371A,38.892275,-77.013917,38.888774,-77.028694
5EB291847CB224DF,38.92333,-77.0352,38.928552,-77.032224
7BF34E881A97EC31,38.89903234416315,-77.03335404396057,38.905509,-77.065246
C0121FAA3D537C46,38.93445583333333,-77.032914,38.9,-77.02
091736725CD66E91,38.896465,-77.033381,38.896465,-77.033381
D5B0A749ACAFFC44,38.9101,-77.0444,38.9319,-77.0388
E244648CC8A5B889,38.8990335,-77.04858983333334,38.898984,-77.078317
8697D575C5BBCE17,38.902674,-77.021392,38.902674,-77.021392
355F81AC5C03AE57,38.897293,-77.05557,38.905368,-77.065149
E35FF460633FA28D,38.9,-76.99,38.902386,-77.005649
91A6C424CB396E32,38.912644,-77.04564,38.894514,-77.031617
FD29FCD9B0958770,38.911268,-77.041829,38.876211,-77.012443
